close_task_id,company_code,company_name,fiscal_year,fiscal_period,task_id,task_name,task_sequence,target_working_day,period_end_date,due_date,actual_completion_date,delay_working_days,days_to_close,is_period_open
1506,NS30,NovaSpace Deutschland GmbH,2026,6,T06,Accruals posting,6,3,2026-06-30,2026-07-03,2026-07-08,3.0,,false
1507,NS30,NovaSpace Deutschland GmbH,2026,6,T07,Overhead allocation cycle,7,3,2026-06-30,2026-07-03,2026-07-09,4.0,,false
1508,NS30,NovaSpace Deutschland GmbH,2026,6,T08,Intercompany reconciliation,8,3,2026-06-30,2026-07-03,2026-07-10,5.0,,false
1509,NS30,NovaSpace Deutschland GmbH,2026,6,T09,FX revaluation,9,4,2026-06-30,2026-07-06,2026-07-10,4.0,,false
1510,NS30,NovaSpace Deutschland GmbH,2026,6,T10,Soft close / reporting cut-off,10,4,2026-06-30,2026-07-06,2026-07-10,4.0,,false
1511,NS30,NovaSpace Deutschland GmbH,2026,6,T11,Management reporting pack,11,5,2026-06-30,2026-07-07,,,,true
1512,NS30,NovaSpace Deutschland GmbH,2026,6,T12,Hard close / period lock,12,5,2026-06-30,2026-07-07,,,,true
1513,NS40,NovaSpace UK Ltd.,2023,1,T01,Sub-ledger cut-off — Accounts Payable,1,1,2023-01-31,2023-02-01,2023-02-02,1.0,,false
1514,NS40,NovaSpace UK Ltd.,2023,1,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2023-01-31,2023-02-01,2023-02-01,0.0,,false
1515,NS40,NovaSpace UK Ltd.,2023,1,T03,GR/IR clearing,3,2,2023-01-31,2023-02-02,2023-02-02,0.0,,false
1516,NS40,NovaSpace UK Ltd.,2023,1,T04,Payroll posting,4,2,2023-01-31,2023-02-02,2023-02-02,0.0,,false
1517,NS40,NovaSpace UK Ltd.,2023,1,T05,Depreciation run,5,2,2023-01-31,2023-02-02,2023-02-01,-1.0,,false
1518,NS40,NovaSpace UK Ltd.,2023,1,T06,Accruals posting,6,3,2023-01-31,2023-02-03,2023-02-03,0.0,,false
1519,NS40,NovaSpace UK Ltd.,2023,1,T07,Overhead allocation cycle,7,3,2023-01-31,2023-02-03,2023-02-03,0.0,,false
1520,NS40,NovaSpace UK Ltd.,2023,1,T08,Intercompany reconciliation,8,3,2023-01-31,2023-02-03,2023-02-03,0.0,,false
1521,NS40,NovaSpace UK Ltd.,2023,1,T09,FX revaluation,9,4,2023-01-31,2023-02-06,2023-02-06,0.0,,false
1522,NS40,NovaSpace UK Ltd.,2023,1,T10,Soft close / reporting cut-off,10,4,2023-01-31,2023-02-06,2023-02-06,0.0,,false
1523,NS40,NovaSpace UK Ltd.,2023,1,T11,Management reporting pack,11,5,2023-01-31,2023-02-07,2023-02-09,2.0,,false
1524,NS40,NovaSpace UK Ltd.,2023,1,T12,Hard close / period lock,12,5,2023-01-31,2023-02-07,2023-02-07,0.0,5.0,false
1525,NS40,NovaSpace UK Ltd.,2023,2,T01,Sub-ledger cut-off — Accounts Payable,1,1,2023-02-28,2023-03-01,2023-03-01,0.0,,false
1526,NS40,NovaSpace UK Ltd.,2023,2,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2023-02-28,2023-03-01,2023-03-01,0.0,,false
1527,NS40,NovaSpace UK Ltd.,2023,2,T03,GR/IR clearing,3,2,2023-02-28,2023-03-02,2023-03-02,0.0,,false
1528,NS40,NovaSpace UK Ltd.,2023,2,T04,Payroll posting,4,2,2023-02-28,2023-03-02,2023-03-02,0.0,,false
1529,NS40,NovaSpace UK Ltd.,2023,2,T05,Depreciation run,5,2,2023-02-28,2023-03-02,2023-03-02,0.0,,false
1530,NS40,NovaSpace UK Ltd.,2023,2,T06,Accruals posting,6,3,2023-02-28,2023-03-03,2023-03-06,1.0,,false
1531,NS40,NovaSpace UK Ltd.,2023,2,T07,Overhead allocation cycle,7,3,2023-02-28,2023-03-03,2023-03-03,0.0,,false
1532,NS40,NovaSpace UK Ltd.,2023,2,T08,Intercompany reconciliation,8,3,2023-02-28,2023-03-03,2023-03-07,2.0,,false
1533,NS40,NovaSpace UK Ltd.,2023,2,T09,FX revaluation,9,4,2023-02-28,2023-03-06,2023-03-06,0.0,,false
1534,NS40,NovaSpace UK Ltd.,2023,2,T10,Soft close / reporting cut-off,10,4,2023-02-28,2023-03-06,2023-03-06,0.0,,false
1535,NS40,NovaSpace UK Ltd.,2023,2,T11,Management reporting pack,11,5,2023-02-28,2023-03-07,2023-03-07,0.0,,false
1536,NS40,NovaSpace UK Ltd.,2023,2,T12,Hard close / period lock,12,5,2023-02-28,2023-03-07,2023-03-08,1.0,6.0,false
1537,NS40,NovaSpace UK Ltd.,2023,3,T01,Sub-ledger cut-off — Accounts Payable,1,1,2023-03-31,2023-04-03,2023-04-03,0.0,,false
1538,NS40,NovaSpace UK Ltd.,2023,3,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2023-03-31,2023-04-03,2023-04-03,0.0,,false
1539,NS40,NovaSpace UK Ltd.,2023,3,T03,GR/IR clearing,3,2,2023-03-31,2023-04-04,2023-04-04,0.0,,false
1540,NS40,NovaSpace UK Ltd.,2023,3,T04,Payroll posting,4,2,2023-03-31,2023-04-04,2023-04-04,0.0,,false
1541,NS40,NovaSpace UK Ltd.,2023,3,T05,Depreciation run,5,2,2023-03-31,2023-04-04,2023-04-04,0.0,,false
1542,NS40,NovaSpace UK Ltd.,2023,3,T06,Accruals posting,6,3,2023-03-31,2023-04-05,2023-04-11,2.0,,false
1543,NS40,NovaSpace UK Ltd.,2023,3,T07,Overhead allocation cycle,7,3,2023-03-31,2023-04-05,2023-04-05,0.0,,false
1544,NS40,NovaSpace UK Ltd.,2023,3,T08,Intercompany reconciliation,8,3,2023-03-31,2023-04-05,2023-04-05,0.0,,false
1545,NS40,NovaSpace UK Ltd.,2023,3,T09,FX revaluation,9,4,2023-03-31,2023-04-06,2023-04-06,0.0,,false
1546,NS40,NovaSpace UK Ltd.,2023,3,T10,Soft close / reporting cut-off,10,4,2023-03-31,2023-04-06,2023-04-06,0.0,,false
1547,NS40,NovaSpace UK Ltd.,2023,3,T11,Management reporting pack,11,5,2023-03-31,2023-04-11,2023-04-11,0.0,,false
1548,NS40,NovaSpace UK Ltd.,2023,3,T12,Hard close / period lock,12,5,2023-03-31,2023-04-11,2023-04-11,0.0,5.0,false
1549,NS40,NovaSpace UK Ltd.,2023,4,T01,Sub-ledger cut-off — Accounts Payable,1,1,2023-04-30,2023-05-02,2023-05-02,0.0,,false
1550,NS40,NovaSpace UK Ltd.,2023,4,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2023-04-30,2023-05-02,2023-05-02,0.0,,false
1551,NS40,NovaSpace UK Ltd.,2023,4,T03,GR/IR clearing,3,2,2023-04-30,2023-05-03,2023-05-04,1.0,,false
1552,NS40,NovaSpace UK Ltd.,2023,4,T04,Payroll posting,4,2,2023-04-30,2023-05-03,2023-05-04,1.0,,false
1553,NS40,NovaSpace UK Ltd.,2023,4,T05,Depreciation run,5,2,2023-04-30,2023-05-03,2023-05-03,0.0,,false
1554,NS40,NovaSpace UK Ltd.,2023,4,T06,Accruals posting,6,3,2023-04-30,2023-05-04,2023-05-05,1.0,,false
1555,NS40,NovaSpace UK Ltd.,2023,4,T07,Overhead allocation cycle,7,3,2023-04-30,2023-05-04,2023-05-08,2.0,,false
1556,NS40,NovaSpace UK Ltd.,2023,4,T08,Intercompany reconciliation,8,3,2023-04-30,2023-05-04,2023-05-04,0.0,,false
1557,NS40,NovaSpace UK Ltd.,2023,4,T09,FX revaluation,9,4,2023-04-30,2023-05-05,2023-05-05,0.0,,false
1558,NS40,NovaSpace UK Ltd.,2023,4,T10,Soft close / reporting cut-off,10,4,2023-04-30,2023-05-05,2023-05-04,-1.0,,false
1559,NS40,NovaSpace UK Ltd.,2023,4,T11,Management reporting pack,11,5,2023-04-30,2023-05-08,2023-05-05,-1.0,,false
1560,NS40,NovaSpace UK Ltd.,2023,4,T12,Hard close / period lock,12,5,2023-04-30,2023-05-08,2023-05-05,-1.0,4.0,false
1561,NS40,NovaSpace UK Ltd.,2023,5,T01,Sub-ledger cut-off — Accounts Payable,1,1,2023-05-31,2023-06-01,2023-06-01,0.0,,false
1562,NS40,NovaSpace UK Ltd.,2023,5,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2023-05-31,2023-06-01,2023-06-01,0.0,,false
1563,NS40,NovaSpace UK Ltd.,2023,5,T03,GR/IR clearing,3,2,2023-05-31,2023-06-02,2023-06-06,2.0,,false
1564,NS40,NovaSpace UK Ltd.,2023,5,T04,Payroll posting,4,2,2023-05-31,2023-06-02,2023-06-02,0.0,,false
1565,NS40,NovaSpace UK Ltd.,2023,5,T05,Depreciation run,5,2,2023-05-31,2023-06-02,2023-06-05,1.0,,false
1566,NS40,NovaSpace UK Ltd.,2023,5,T06,Accruals posting,6,3,2023-05-31,2023-06-05,2023-06-05,0.0,,false
1567,NS40,NovaSpace UK Ltd.,2023,5,T07,Overhead allocation cycle,7,3,2023-05-31,2023-06-05,2023-06-05,0.0,,false
1568,NS40,NovaSpace UK Ltd.,2023,5,T08,Intercompany reconciliation,8,3,2023-05-31,2023-06-05,2023-06-05,0.0,,false
1569,NS40,NovaSpace UK Ltd.,2023,5,T09,FX revaluation,9,4,2023-05-31,2023-06-06,2023-06-08,2.0,,false
1570,NS40,NovaSpace UK Ltd.,2023,5,T10,Soft close / reporting cut-off,10,4,2023-05-31,2023-06-06,2023-06-06,0.0,,false
1571,NS40,NovaSpace UK Ltd.,2023,5,T11,Management reporting pack,11,5,2023-05-31,2023-06-07,2023-06-08,1.0,,false
1572,NS40,NovaSpace UK Ltd.,2023,5,T12,Hard close / period lock,12,5,2023-05-31,2023-06-07,2023-06-07,0.0,5.0,false
1573,NS40,NovaSpace UK Ltd.,2023,6,T01,Sub-ledger cut-off — Accounts Payable,1,1,2023-06-30,2023-07-03,2023-07-04,1.0,,false
1574,NS40,NovaSpace UK Ltd.,2023,6,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2023-06-30,2023-07-03,2023-07-04,1.0,,false
1575,NS40,NovaSpace UK Ltd.,2023,6,T03,GR/IR clearing,3,2,2023-06-30,2023-07-04,2023-07-04,0.0,,false
1576,NS40,NovaSpace UK Ltd.,2023,6,T04,Payroll posting,4,2,2023-06-30,2023-07-04,2023-07-04,0.0,,false
1577,NS40,NovaSpace UK Ltd.,2023,6,T05,Depreciation run,5,2,2023-06-30,2023-07-04,2023-07-03,-1.0,,false
1578,NS40,NovaSpace UK Ltd.,2023,6,T06,Accruals posting,6,3,2023-06-30,2023-07-05,2023-07-05,0.0,,false
1579,NS40,NovaSpace UK Ltd.,2023,6,T07,Overhead allocation cycle,7,3,2023-06-30,2023-07-05,2023-07-05,0.0,,false
1580,NS40,NovaSpace UK Ltd.,2023,6,T08,Intercompany reconciliation,8,3,2023-06-30,2023-07-05,2023-07-05,0.0,,false
1581,NS40,NovaSpace UK Ltd.,2023,6,T09,FX revaluation,9,4,2023-06-30,2023-07-06,2023-07-10,2.0,,false
1582,NS40,NovaSpace UK Ltd.,2023,6,T10,Soft close / reporting cut-off,10,4,2023-06-30,2023-07-06,2023-07-06,0.0,,false
1583,NS40,NovaSpace UK Ltd.,2023,6,T11,Management reporting pack,11,5,2023-06-30,2023-07-07,2023-07-07,0.0,,false
1584,NS40,NovaSpace UK Ltd.,2023,6,T12,Hard close / period lock,12,5,2023-06-30,2023-07-07,2023-07-07,0.0,5.0,false
1585,NS40,NovaSpace UK Ltd.,2023,7,T01,Sub-ledger cut-off — Accounts Payable,1,1,2023-07-31,2023-08-01,2023-08-02,1.0,,false
1586,NS40,NovaSpace UK Ltd.,2023,7,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2023-07-31,2023-08-01,2023-08-01,0.0,,false
1587,NS40,NovaSpace UK Ltd.,2023,7,T03,GR/IR clearing,3,2,2023-07-31,2023-08-02,2023-08-04,2.0,,false
1588,NS40,NovaSpace UK Ltd.,2023,7,T04,Payroll posting,4,2,2023-07-31,2023-08-02,2023-08-02,0.0,,false
1589,NS40,NovaSpace UK Ltd.,2023,7,T05,Depreciation run,5,2,2023-07-31,2023-08-02,2023-08-02,0.0,,false
1590,NS40,NovaSpace UK Ltd.,2023,7,T06,Accruals posting,6,3,2023-07-31,2023-08-03,2023-08-07,2.0,,false
1591,NS40,NovaSpace UK Ltd.,2023,7,T07,Overhead allocation cycle,7,3,2023-07-31,2023-08-03,2023-08-03,0.0,,false
1592,NS40,NovaSpace UK Ltd.,2023,7,T08,Intercompany reconciliation,8,3,2023-07-31,2023-08-03,2023-08-04,1.0,,false
1593,NS40,NovaSpace UK Ltd.,2023,7,T09,FX revaluation,9,4,2023-07-31,2023-08-04,2023-08-04,0.0,,false
1594,NS40,NovaSpace UK Ltd.,2023,7,T10,Soft close / reporting cut-off,10,4,2023-07-31,2023-08-04,2023-08-03,-1.0,,false
1595,NS40,NovaSpace UK Ltd.,2023,7,T11,Management reporting pack,11,5,2023-07-31,2023-08-07,2023-08-07,0.0,,false
1596,NS40,NovaSpace UK Ltd.,2023,7,T12,Hard close / period lock,12,5,2023-07-31,2023-08-07,2023-08-04,-1.0,4.0,false
1597,NS40,NovaSpace UK Ltd.,2023,8,T01,Sub-ledger cut-off — Accounts Payable,1,1,2023-08-31,2023-09-01,2023-09-01,0.0,,false
1598,NS40,NovaSpace UK Ltd.,2023,8,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2023-08-31,2023-09-01,2023-09-01,0.0,,false
1599,NS40,NovaSpace UK Ltd.,2023,8,T03,GR/IR clearing,3,2,2023-08-31,2023-09-04,2023-09-04,0.0,,false
1600,NS40,NovaSpace UK Ltd.,2023,8,T04,Payroll posting,4,2,2023-08-31,2023-09-04,2023-09-01,-1.0,,false
1601,NS40,NovaSpace UK Ltd.,2023,8,T05,Depreciation run,5,2,2023-08-31,2023-09-04,2023-09-04,0.0,,false
1602,NS40,NovaSpace UK Ltd.,2023,8,T06,Accruals posting,6,3,2023-08-31,2023-09-05,2023-09-04,-1.0,,false
1603,NS40,NovaSpace UK Ltd.,2023,8,T07,Overhead allocation cycle,7,3,2023-08-31,2023-09-05,2023-09-06,1.0,,false
1604,NS40,NovaSpace UK Ltd.,2023,8,T08,Intercompany reconciliation,8,3,2023-08-31,2023-09-05,2023-09-06,1.0,,false
1605,NS40,NovaSpace UK Ltd.,2023,8,T09,FX revaluation,9,4,2023-08-31,2023-09-06,2023-09-06,0.0,,false
1606,NS40,NovaSpace UK Ltd.,2023,8,T10,Soft close / reporting cut-off,10,4,2023-08-31,2023-09-06,2023-09-06,0.0,,false
1607,NS40,NovaSpace UK Ltd.,2023,8,T11,Management reporting pack,11,5,2023-08-31,2023-09-07,2023-09-08,1.0,,false
1608,NS40,NovaSpace UK Ltd.,2023,8,T12,Hard close / period lock,12,5,2023-08-31,2023-09-07,2023-09-07,0.0,5.0,false
1609,NS40,NovaSpace UK Ltd.,2023,9,T01,Sub-ledger cut-off — Accounts Payable,1,1,2023-09-30,2023-10-02,2023-10-03,1.0,,false
1610,NS40,NovaSpace UK Ltd.,2023,9,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2023-09-30,2023-10-02,2023-10-04,2.0,,false
1611,NS40,NovaSpace UK Ltd.,2023,9,T03,GR/IR clearing,3,2,2023-09-30,2023-10-03,2023-10-03,0.0,,false
1612,NS40,NovaSpace UK Ltd.,2023,9,T04,Payroll posting,4,2,2023-09-30,2023-10-03,2023-10-03,0.0,,false
1613,NS40,NovaSpace UK Ltd.,2023,9,T05,Depreciation run,5,2,2023-09-30,2023-10-03,2023-10-03,0.0,,false
1614,NS40,NovaSpace UK Ltd.,2023,9,T06,Accruals posting,6,3,2023-09-30,2023-10-04,2023-10-03,-1.0,,false
1615,NS40,NovaSpace UK Ltd.,2023,9,T07,Overhead allocation cycle,7,3,2023-09-30,2023-10-04,2023-10-04,0.0,,false
1616,NS40,NovaSpace UK Ltd.,2023,9,T08,Intercompany reconciliation,8,3,2023-09-30,2023-10-04,2023-10-03,-1.0,,false
1617,NS40,NovaSpace UK Ltd.,2023,9,T09,FX revaluation,9,4,2023-09-30,2023-10-05,2023-10-05,0.0,,false
1618,NS40,NovaSpace UK Ltd.,2023,9,T10,Soft close / reporting cut-off,10,4,2023-09-30,2023-10-05,2023-10-04,-1.0,,false
1619,NS40,NovaSpace UK Ltd.,2023,9,T11,Management reporting pack,11,5,2023-09-30,2023-10-06,2023-10-05,-1.0,,false
1620,NS40,NovaSpace UK Ltd.,2023,9,T12,Hard close / period lock,12,5,2023-09-30,2023-10-06,2023-10-09,1.0,6.0,false
1621,NS40,NovaSpace UK Ltd.,2023,10,T01,Sub-ledger cut-off — Accounts Payable,1,1,2023-10-31,2023-11-01,2023-11-01,0.0,,false
1622,NS40,NovaSpace UK Ltd.,2023,10,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2023-10-31,2023-11-01,2023-11-01,0.0,,false
1623,NS40,NovaSpace UK Ltd.,2023,10,T03,GR/IR clearing,3,2,2023-10-31,2023-11-02,2023-11-01,-1.0,,false
1624,NS40,NovaSpace UK Ltd.,2023,10,T04,Payroll posting,4,2,2023-10-31,2023-11-02,2023-11-02,0.0,,false
1625,NS40,NovaSpace UK Ltd.,2023,10,T05,Depreciation run,5,2,2023-10-31,2023-11-02,2023-11-01,-1.0,,false
1626,NS40,NovaSpace UK Ltd.,2023,10,T06,Accruals posting,6,3,2023-10-31,2023-11-03,2023-11-02,-1.0,,false
1627,NS40,NovaSpace UK Ltd.,2023,10,T07,Overhead allocation cycle,7,3,2023-10-31,2023-11-03,2023-11-03,0.0,,false
1628,NS40,NovaSpace UK Ltd.,2023,10,T08,Intercompany reconciliation,8,3,2023-10-31,2023-11-03,2023-11-06,1.0,,false
1629,NS40,NovaSpace UK Ltd.,2023,10,T09,FX revaluation,9,4,2023-10-31,2023-11-06,2023-11-06,0.0,,false
1630,NS40,NovaSpace UK Ltd.,2023,10,T10,Soft close / reporting cut-off,10,4,2023-10-31,2023-11-06,2023-11-06,0.0,,false
1631,NS40,NovaSpace UK Ltd.,2023,10,T11,Management reporting pack,11,5,2023-10-31,2023-11-07,2023-11-07,0.0,,false
1632,NS40,NovaSpace UK Ltd.,2023,10,T12,Hard close / period lock,12,5,2023-10-31,2023-11-07,2023-11-07,0.0,5.0,false
1633,NS40,NovaSpace UK Ltd.,2023,11,T01,Sub-ledger cut-off — Accounts Payable,1,1,2023-11-30,2023-12-01,2023-12-01,0.0,,false
1634,NS40,NovaSpace UK Ltd.,2023,11,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2023-11-30,2023-12-01,2023-12-04,1.0,,false
1635,NS40,NovaSpace UK Ltd.,2023,11,T03,GR/IR clearing,3,2,2023-11-30,2023-12-04,2023-12-04,0.0,,false
1636,NS40,NovaSpace UK Ltd.,2023,11,T04,Payroll posting,4,2,2023-11-30,2023-12-04,2023-12-05,1.0,,false
1637,NS40,NovaSpace UK Ltd.,2023,11,T05,Depreciation run,5,2,2023-11-30,2023-12-04,2023-12-06,2.0,,false
1638,NS40,NovaSpace UK Ltd.,2023,11,T06,Accruals posting,6,3,2023-11-30,2023-12-05,2023-12-06,1.0,,false
1639,NS40,NovaSpace UK Ltd.,2023,11,T07,Overhead allocation cycle,7,3,2023-11-30,2023-12-05,2023-12-05,0.0,,false
1640,NS40,NovaSpace UK Ltd.,2023,11,T08,Intercompany reconciliation,8,3,2023-11-30,2023-12-05,2023-12-05,0.0,,false
1641,NS40,NovaSpace UK Ltd.,2023,11,T09,FX revaluation,9,4,2023-11-30,2023-12-06,2023-12-07,1.0,,false
1642,NS40,NovaSpace UK Ltd.,2023,11,T10,Soft close / reporting cut-off,10,4,2023-11-30,2023-12-06,2023-12-05,-1.0,,false
1643,NS40,NovaSpace UK Ltd.,2023,11,T11,Management reporting pack,11,5,2023-11-30,2023-12-07,2023-12-07,0.0,,false
1644,NS40,NovaSpace UK Ltd.,2023,11,T12,Hard close / period lock,12,5,2023-11-30,2023-12-07,2023-12-07,0.0,5.0,false
1645,NS40,NovaSpace UK Ltd.,2023,12,T01,Sub-ledger cut-off — Accounts Payable,1,1,2023-12-31,2024-01-02,2024-01-03,1.0,,false
1646,NS40,NovaSpace UK Ltd.,2023,12,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2023-12-31,2024-01-02,2024-01-03,1.0,,false
1647,NS40,NovaSpace UK Ltd.,2023,12,T03,GR/IR clearing,3,2,2023-12-31,2024-01-03,2024-01-04,1.0,,false
1648,NS40,NovaSpace UK Ltd.,2023,12,T04,Payroll posting,4,2,2023-12-31,2024-01-03,2024-01-03,0.0,,false
1649,NS40,NovaSpace UK Ltd.,2023,12,T05,Depreciation run,5,2,2023-12-31,2024-01-03,2024-01-04,1.0,,false
1650,NS40,NovaSpace UK Ltd.,2023,12,T06,Accruals posting,6,3,2023-12-31,2024-01-04,2024-01-03,-1.0,,false
1651,NS40,NovaSpace UK Ltd.,2023,12,T07,Overhead allocation cycle,7,3,2023-12-31,2024-01-04,2024-01-04,0.0,,false
1652,NS40,NovaSpace UK Ltd.,2023,12,T08,Intercompany reconciliation,8,3,2023-12-31,2024-01-04,2024-01-05,1.0,,false
1653,NS40,NovaSpace UK Ltd.,2023,12,T09,FX revaluation,9,4,2023-12-31,2024-01-05,2024-01-05,0.0,,false
1654,NS40,NovaSpace UK Ltd.,2023,12,T10,Soft close / reporting cut-off,10,4,2023-12-31,2024-01-05,2024-01-08,1.0,,false
1655,NS40,NovaSpace UK Ltd.,2023,12,T11,Management reporting pack,11,5,2023-12-31,2024-01-08,2024-01-10,2.0,,false
1656,NS40,NovaSpace UK Ltd.,2023,12,T12,Hard close / period lock,12,5,2023-12-31,2024-01-08,2024-01-09,1.0,6.0,false
1657,NS40,NovaSpace UK Ltd.,2024,1,T01,Sub-ledger cut-off — Accounts Payable,1,1,2024-01-31,2024-02-01,2024-02-02,1.0,,false
1658,NS40,NovaSpace UK Ltd.,2024,1,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2024-01-31,2024-02-01,2024-02-01,0.0,,false
1659,NS40,NovaSpace UK Ltd.,2024,1,T03,GR/IR clearing,3,2,2024-01-31,2024-02-02,2024-02-01,-1.0,,false
1660,NS40,NovaSpace UK Ltd.,2024,1,T04,Payroll posting,4,2,2024-01-31,2024-02-02,2024-02-01,-1.0,,false
1661,NS40,NovaSpace UK Ltd.,2024,1,T05,Depreciation run,5,2,2024-01-31,2024-02-02,2024-02-02,0.0,,false
1662,NS40,NovaSpace UK Ltd.,2024,1,T06,Accruals posting,6,3,2024-01-31,2024-02-05,2024-02-05,0.0,,false
1663,NS40,NovaSpace UK Ltd.,2024,1,T07,Overhead allocation cycle,7,3,2024-01-31,2024-02-05,2024-02-06,1.0,,false
1664,NS40,NovaSpace UK Ltd.,2024,1,T08,Intercompany reconciliation,8,3,2024-01-31,2024-02-05,2024-02-02,-1.0,,false
1665,NS40,NovaSpace UK Ltd.,2024,1,T09,FX revaluation,9,4,2024-01-31,2024-02-06,2024-02-06,0.0,,false
1666,NS40,NovaSpace UK Ltd.,2024,1,T10,Soft close / reporting cut-off,10,4,2024-01-31,2024-02-06,2024-02-06,0.0,,false
1667,NS40,NovaSpace UK Ltd.,2024,1,T11,Management reporting pack,11,5,2024-01-31,2024-02-07,2024-02-08,1.0,,false
1668,NS40,NovaSpace UK Ltd.,2024,1,T12,Hard close / period lock,12,5,2024-01-31,2024-02-07,2024-02-07,0.0,5.0,false
1669,NS40,NovaSpace UK Ltd.,2024,2,T01,Sub-ledger cut-off — Accounts Payable,1,1,2024-02-29,2024-03-01,2024-03-01,0.0,,false
1670,NS40,NovaSpace UK Ltd.,2024,2,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2024-02-29,2024-03-01,2024-03-01,0.0,,false
1671,NS40,NovaSpace UK Ltd.,2024,2,T03,GR/IR clearing,3,2,2024-02-29,2024-03-04,2024-03-04,0.0,,false
1672,NS40,NovaSpace UK Ltd.,2024,2,T04,Payroll posting,4,2,2024-02-29,2024-03-04,2024-03-01,-1.0,,false
1673,NS40,NovaSpace UK Ltd.,2024,2,T05,Depreciation run,5,2,2024-02-29,2024-03-04,2024-03-06,2.0,,false
1674,NS40,NovaSpace UK Ltd.,2024,2,T06,Accruals posting,6,3,2024-02-29,2024-03-05,2024-03-05,0.0,,false
1675,NS40,NovaSpace UK Ltd.,2024,2,T07,Overhead allocation cycle,7,3,2024-02-29,2024-03-05,2024-03-05,0.0,,false
1676,NS40,NovaSpace UK Ltd.,2024,2,T08,Intercompany reconciliation,8,3,2024-02-29,2024-03-05,2024-03-05,0.0,,false
1677,NS40,NovaSpace UK Ltd.,2024,2,T09,FX revaluation,9,4,2024-02-29,2024-03-06,2024-03-05,-1.0,,false
1678,NS40,NovaSpace UK Ltd.,2024,2,T10,Soft close / reporting cut-off,10,4,2024-02-29,2024-03-06,2024-03-06,0.0,,false
1679,NS40,NovaSpace UK Ltd.,2024,2,T11,Management reporting pack,11,5,2024-02-29,2024-03-07,2024-03-11,2.0,,false
1680,NS40,NovaSpace UK Ltd.,2024,2,T12,Hard close / period lock,12,5,2024-02-29,2024-03-07,2024-03-11,2.0,7.0,false
1681,NS40,NovaSpace UK Ltd.,2024,3,T01,Sub-ledger cut-off — Accounts Payable,1,1,2024-03-31,2024-04-02,2024-04-02,0.0,,false
1682,NS40,NovaSpace UK Ltd.,2024,3,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2024-03-31,2024-04-02,2024-04-03,1.0,,false
1683,NS40,NovaSpace UK Ltd.,2024,3,T03,GR/IR clearing,3,2,2024-03-31,2024-04-03,2024-04-04,1.0,,false
1684,NS40,NovaSpace UK Ltd.,2024,3,T04,Payroll posting,4,2,2024-03-31,2024-04-03,2024-04-02,-1.0,,false
1685,NS40,NovaSpace UK Ltd.,2024,3,T05,Depreciation run,5,2,2024-03-31,2024-04-03,2024-04-03,0.0,,false
1686,NS40,NovaSpace UK Ltd.,2024,3,T06,Accruals posting,6,3,2024-03-31,2024-04-04,2024-04-04,0.0,,false
1687,NS40,NovaSpace UK Ltd.,2024,3,T07,Overhead allocation cycle,7,3,2024-03-31,2024-04-04,2024-04-05,1.0,,false
1688,NS40,NovaSpace UK Ltd.,2024,3,T08,Intercompany reconciliation,8,3,2024-03-31,2024-04-04,2024-04-08,2.0,,false
1689,NS40,NovaSpace UK Ltd.,2024,3,T09,FX revaluation,9,4,2024-03-31,2024-04-05,2024-04-04,-1.0,,false
1690,NS40,NovaSpace UK Ltd.,2024,3,T10,Soft close / reporting cut-off,10,4,2024-03-31,2024-04-05,2024-04-08,1.0,,false
1691,NS40,NovaSpace UK Ltd.,2024,3,T11,Management reporting pack,11,5,2024-03-31,2024-04-08,2024-04-05,-1.0,,false
1692,NS40,NovaSpace UK Ltd.,2024,3,T12,Hard close / period lock,12,5,2024-03-31,2024-04-08,2024-04-08,0.0,5.0,false
1693,NS40,NovaSpace UK Ltd.,2024,4,T01,Sub-ledger cut-off — Accounts Payable,1,1,2024-04-30,2024-05-02,2024-05-02,0.0,,false
1694,NS40,NovaSpace UK Ltd.,2024,4,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2024-04-30,2024-05-02,2024-05-02,0.0,,false
1695,NS40,NovaSpace UK Ltd.,2024,4,T03,GR/IR clearing,3,2,2024-04-30,2024-05-03,2024-05-02,-1.0,,false
1696,NS40,NovaSpace UK Ltd.,2024,4,T04,Payroll posting,4,2,2024-04-30,2024-05-03,2024-05-03,0.0,,false
1697,NS40,NovaSpace UK Ltd.,2024,4,T05,Depreciation run,5,2,2024-04-30,2024-05-03,2024-05-03,0.0,,false
